scenario_id,object_id,n_valid_steps,pose_minADE,npose_minADE,ade_delta,ade_delta_pct,pose_minFDE,npose_minFDE,fde_delta,fde_delta_pct
f28bb97a8964e239,2627,25,0.116316974,0.35959792,0.24328095,67.6536,0.11318788,0.66587067,0.55268276,83.00152
b1c07acd4f8f7341,2069,38,0.096922755,0.34020245,0.2432797,71.51028,0.21754916,0.853924,0.63637483,74.52359
d51886ba2fcd3309,1767,79,0.4316249,0.6748206,0.24319571,36.03857,0.87298065,1.3789151,0.5059344,36.690758
574ef2be47bbad5f,336,80,0.5491085,0.7916836,0.24257511,30.640411,0.7644979,1.3909143,0.62641644,45.03631
8f66d6790b964ef2,1234,16,0.16289207,0.4053788,0.24248672,59.817314,0.50002885,0.6603505,0.16032165,24.278267
1ef15ef4bbdeea3d,5606,42,0.23799779,0.4799909,0.24199311,50.41619,0.5625406,0.9849861,0.42244554,42.888474
592d55553b18086c,551,63,0.5936234,0.83545685,0.24183345,28.946253,0.706543,1.0627819,0.3562389,33.519474
eb6d8ca9a651c986,4,80,0.42474812,0.6660749,0.24132675,36.231174,0.50269353,1.1169168,0.61422324,54.99275
55cdb76bcdf09933,6996,80,0.50194204,0.74273276,0.24079072,32.419567,1.4356275,1.8689963,0.4333688,23.187248
b5bbc55c9018e55c,1421,80,0.62926835,0.8691511,0.23988277,27.599663,1.5746791,2.292378,0.7176988,31.308048
efccc6385c2484d,1343,12,0.124880485,0.36472186,0.23984137,65.76008,0.13900666,0.41100842,0.27200174,66.179115
4f00bd5a4d4b5287,2758,80,0.6249115,0.8647498,0.2398383,27.734995,0.8295625,1.4619082,0.63234574,43.254818
8df2d81f08d7b972,3001,19,0.27997193,0.5190365,0.23906454,46.059296,0.48086303,1.0083443,0.52748126,52.311623
dd46f0ca5f793350,5607,69,0.11389359,0.35295624,0.23906264,67.73152,0.2236973,0.6767206,0.4530233,66.94392
e320127529e340fb,4340,77,0.70811474,0.9470206,0.23890585,25.227102,0.93151385,1.5729232,0.64140934,40.77817
8f42f05959821b52,2742,80,0.4057994,0.644337,0.23853761,37.02063,0.9726658,1.247433,0.27476716,22.026608
2dcf0a0f755e8c27,1619,68,4.038038,4.2747355,0.23669767,5.5371304,7.501369,7.8859396,0.3845706,4.876662
4129fcdd731a7928,1279,39,0.3981561,0.6343905,0.23623437,37.238007,0.7917104,1.4288456,0.63713527,44.590908
185a8196a380b595,1614,38,0.087214015,0.32290703,0.23569301,72.990974,0.24175642,0.63394296,0.39218652,61.86464
53c5828f971c4282,4738,80,0.48009628,0.7152695,0.23517323,32.878967,0.3074036,0.4308968,0.123493195,28.659576
8c71703dbe148e7e,4651,79,0.62227094,0.8570632,0.23479223,27.394974,1.3507967,1.9726696,0.6218729,31.524431
29dcff51d804b35,3025,21,0.1080438,0.34211183,0.23406804,68.41857,0.30272108,0.87108535,0.56836426,65.247826
3232b16987403208,3585,80,0.45709944,0.6911098,0.23401034,33.86008,0.7001986,0.81056386,0.11036527,13.615865
2499e1ce90f02560,1776,80,17.46158,17.695501,0.23392105,1.3219239,37.10738,37.158688,0.05130768,0.13807721
88490c6d436a576f,4135,57,0.7088826,0.9427477,0.23386514,24.806757,3.0816112,2.3749218,-0.70668936,-29.756323
91d7f0074e813972,1897,46,0.7140724,0.9471647,0.23309231,24.60948,1.3039026,2.127613,0.82371044,38.715237
2751a0b1d13c4082,2295,43,0.35352197,0.5856084,0.23208645,39.63168,0.5318192,1.1032867,0.5714675,51.796825
50529aa7060322a1,1929,80,0.5820248,0.81364125,0.23161644,28.466654,0.855247,1.4607311,0.6054841,41.450756
b6820607fec83f6c,4119,17,0.175374,0.40664446,0.23127046,56.872894,0.1991754,0.6343061,0.43513066,68.59948
e2ee95f91dce6966,3088,31,0.1277414,0.35874468,0.23100328,64.39211,0.28832418,0.8518117,0.5634875,66.15166
7c1dcd26e1352b5a,1544,78,0.48951182,0.7204463,0.23093447,32.054363,0.63033605,1.2314792,0.6011431,48.81472
5ad78f14854aafb2,682,10,0.18847749,0.4188265,0.230349,54.998672,0.30317232,0.735315,0.4321427,58.769737
84db3dff1a9857ca,1032,80,0.53095996,0.7593912,0.22843122,30.080837,0.7980501,1.4008499,0.60279983,43.031006
80c83da195e096ed,1519,41,0.83773655,1.0661212,0.22838467,21.422018,1.5053025,2.3796134,0.87431085,36.74172
45aad8925a42f13c,866,40,0.26558146,0.49391705,0.22833559,46.22954,0.5694546,0.8201422,0.2506876,30.566359
f9be81cb73cd5d22,6517,76,0.7461961,0.97420985,0.22801375,23.404993,2.4205372,2.550864,0.13032675,5.109122
bf5c16184df200b7,272,80,0.5631307,0.79038507,0.22725439,28.752363,0.7557346,1.3585842,0.60284954,44.373367
e41b34f8ace25f0,4868,80,0.50134516,0.72782505,0.22647989,31.117353,1.2113464,1.1483487,-0.0629977,-5.485938
80ceeeaef11942bf,1769,71,2.6122704,2.8387315,0.22646117,7.977548,5.72508,5.6684313,-0.05664873,-0.99937224
fd87337113b989c1,2654,11,0.08602695,0.31240633,0.22637938,72.46312,0.12898947,0.54011405,0.4111246,76.1181
23e051bd92481588,3320,74,0.7074636,0.93228626,0.22482264,24.115194,1.0312623,1.6357096,0.60444736,36.95322
479404468f0a7548,1315,60,0.89666694,1.1201875,0.22352058,19.953854,2.178733,3.0413227,0.8625896,28.362316
d25132f218090b27,2909,40,0.2357606,0.45869437,0.22293377,48.60181,0.578144,0.99986774,0.42172372,42.17795
d3408497ed36cb01,2181,52,1.1750658,1.3978105,0.2227447,15.935259,4.9332156,4.5700884,-0.36312723,-7.9457374
8ece8f7bee2660c6,3668,22,0.22019769,0.44287255,0.22267486,50.27967,0.35328272,0.88926864,0.53598595,60.27267
9ff0ef09808d9144,6133,42,0.15363815,0.37489614,0.22125798,59.018475,0.21492894,1.0722221,0.8572932,79.95482
157b893e1647a509,2416,50,0.5480432,0.7692991,0.2212559,28.760714,1.2440717,1.735339,0.49126732,28.309587
20f420c59a6028e5,2113,76,0.5346497,0.75574285,0.22109312,29.255072,0.64715856,1.2320596,0.58490103,47.47344
b8f696927c00a3b5,7692,80,0.9006175,1.1215385,0.22092104,19.698034,2.2087903,2.36208,0.1532898,6.4896107
8b98219d42237973,8054,69,0.30572355,0.52624214,0.22051859,41.904396,0.41291118,0.54288226,0.12997109,23.940935
5f30f3842cd8556,2119,53,0.26651964,0.4863938,0.21987417,45.20497,0.6965616,1.0310267,0.33446515,32.440006
5f09dc78c5ed666b,1480,80,0.5355772,0.7551267,0.21954954,29.07453,0.7433495,1.3402622,0.5969127,44.537006
a8305d75e8e0a9fe,4387,80,0.51527447,0.73452866,0.2192542,29.849646,1.612333,1.3024837,-0.30984938,-23.789118
d9c083fee38ad0f3,5060,80,0.49845344,0.7176562,0.21920276,30.544258,1.1020436,0.9905171,-0.11152655,-11.259427
5313eae7aa838f5f,3237,80,0.6060563,0.8252305,0.2191742,26.55915,0.8479866,1.4453689,0.5973823,41.330784
2515141af85f8ad9,4173,54,0.3979212,0.61670154,0.21878034,35.475887,0.8702678,1.2057722,0.33550435,27.824856
8e93802c89e82a6e,883,80,0.55361277,0.77224195,0.21862918,28.31097,0.76046336,1.3511792,0.5907159,43.718544
f859904b7bc1d73d,4297,80,0.34975058,0.5683643,0.21861374,38.463665,0.6747401,1.3576242,0.6828841,50.29994
eaea5640d68fea97,588,80,0.77793115,0.99651307,0.21858191,21.934677,2.0106883,2.4527638,0.4420755,18.023565
b223b012efe3f5df,4320,79,0.616828,0.83433366,0.21750563,26.069382,0.84970695,1.4501115,0.60040456,41.404026
aafdd0eccedc580b,2785,80,0.62667084,0.84413564,0.2174648,25.761831,0.9495688,1.5368327,0.5872639,38.21261
5999cf09518e3614,3115,40,0.526058,0.74337554,0.21731752,29.233881,1.1194401,1.5333552,0.41391516,26.994081
6d9396127908dbe1,1602,33,0.45216575,0.6691054,0.21693966,32.422344,0.82019866,1.3916063,0.5714077,41.061012
d39cacac29b36f0a,2765,80,0.584061,0.800964,0.21690297,27.08024,0.82233113,1.4105586,0.58822745,41.701736
5290aca036779e24,4309,13,0.35396898,0.57053477,0.21656579,37.958385,0.5639297,1.1376314,0.57370174,50.429493
dd03f6cc29b66e00,1282,28,0.1956035,0.4113819,0.2157784,52.452087,0.48349786,0.8809027,0.39740485,45.113365
d9fc47c67f56df44,2953,80,0.61298174,0.8282258,0.21524405,25.988573,0.83908087,1.4291619,0.59008104,41.288605
a8fdd1e39551eae,5983,80,0.42308742,0.6382987,0.21521127,33.71639,1.1741694,1.067424,-0.10674536,-10.0002775
da538cba33b092f8,5198,80,0.21913376,0.43424305,0.21510929,49.53661,0.541519,0.7165535,0.17503452,24.427279
2258560a72e88fbe,7087,80,0.63399446,0.8489219,0.21492743,25.317692,1.7745335,1.9316038,0.15707028,8.131599
6aa7da4683799268,655,30,0.3107005,0.525613,0.2149125,40.887974,0.47415206,0.9065986,0.43244657,47.699894
877b807a3af7ec74,766,66,0.43230498,0.647078,0.214773,33.191208,1.5162952,0.35066503,-1.1656301,-332.40558
5cfd875fd60f1cd2,815,76,0.650895,0.86527693,0.21438193,24.776108,1.5249678,2.1082191,0.58325136,27.665594
8280b09b0d86b4a2,1189,71,0.52489424,0.73901594,0.2141217,28.973896,0.69637775,1.2750868,0.578709,45.385853
dbfe18abd5797e84,2398,9,0.4004048,0.6139718,0.21356702,34.7845,0.9199369,1.6025635,0.6826266,42.595917
111aeea80c38c890,3377,79,0.5328171,0.745796,0.2129789,28.557259,0.71733767,1.2966189,0.5792813,44.676292
fb8a044ebca832ef,714,38,1.2006394,1.4134462,0.21280682,15.055884,2.4910066,3.0187094,0.5277028,17.481073
69f79a5baa652072,6825,80,0.49998784,0.7125898,0.21260196,29.835112,0.77229494,1.3020681,0.5297732,40.687054
450c025ce81f17f9,6620,80,0.31112713,0.52319753,0.2120704,40.533524,0.72901225,0.7250246,-0.00398767,-0.5500048
84b1f8bf75096e60,4041,80,0.67667353,0.8887337,0.21206015,23.860933,0.917882,1.5167786,0.59889656,39.48477
4a31119ba0ed7dd3,1846,80,0.58538973,0.79663557,0.21124583,26.517248,0.8003722,1.3794584,0.57908624,41.979244
4077d5e01ce99fa2,366,77,0.47404563,0.68506825,0.21102262,30.803152,0.69102216,1.43638,0.7453579,51.89141
aeda409f25330eb0,5399,80,0.3000753,0.51100767,0.21093237,41.27773,0.3765025,0.90418136,0.52767885,58.359844
18c9a529d3d3701a,658,78,0.48200002,0.692723,0.21072295,30.419514,0.6688351,1.2418138,0.5729787,46.14047
ee6c34a0e6e4347a,2017,24,0.123529546,0.3338882,0.21035865,63.002716,0.14671715,0.6362754,0.48955828,76.94125
2e195c2801973a23,2340,31,0.4579453,0.66820073,0.21025544,31.465912,0.92607194,1.4321861,0.5061142,35.338577
c024f6fa552dc98b,2665,22,1.1133175,1.3231338,0.20981634,15.85753,3.1113434,3.4368773,0.32553387,9.471792
7fef41de6dd94052,246,80,0.63120234,0.8406888,0.20948648,24.918434,0.87520283,1.4622254,0.5870226,40.145836
57b3693ffa473758,614,80,0.56788576,0.77701265,0.20912689,26.91422,0.76441586,1.3394388,0.57502294,42.930138
da52a87b046e4a0a,2241,77,0.5601935,0.7684844,0.20829093,27.104118,0.7330361,1.3011515,0.5681154,43.66251
9ec12d2b361e20a8,5382,23,0.09827889,0.3062994,0.20802051,67.91411,0.25563043,0.63558733,0.3799569,59.780437
e7554c8f58e0aa87,4095,35,0.21168393,0.41946968,0.20778576,49.535347,0.5772695,0.8385319,0.26126242,31.157124
246b71590a9b77a9,3577,71,0.53897613,0.7460879,0.20711178,27.7597,0.8832902,1.4686399,0.5853497,39.856583
537decd0551ce865,2343,29,0.21973896,0.42683375,0.20709479,48.51884,0.36920005,0.750386,0.38118595,50.79865
ec6b8469cd85c98a,1739,80,0.47780424,0.6848904,0.20708615,30.236393,0.6892519,1.2554873,0.5662354,45.100845
715c6e3d4cc04cd4,2747,57,0.864034,1.07095,0.20691603,19.320791,1.7034526,2.6857429,0.98229027,36.57425
b2d2f602c5b6ca28,2173,80,0.47110477,0.6777018,0.206597,30.484945,0.9806114,1.5582463,0.5776349,37.06955
ba3d9c08d2b2be27,907,79,0.58224624,0.7884841,0.20623785,26.156246,0.83525,1.4055189,0.57026887,40.573547
5c126a7a88e7bf62,550,29,0.7304729,0.9366419,0.20616895,22.011501,1.2758867,1.7424328,0.46654618,26.775562
9b8a0772d8da346f,1730,21,0.10894333,0.31488892,0.2059456,65.40262,0.19934909,0.6610894,0.46174031,69.84537
34577e568ecd94c6,1953,27,0.25771043,0.46348235,0.20577192,44.396927,0.4487156,0.6101711,0.16145548,26.46069
b65ee9ca470060c1,1136,80,0.59869224,0.8044306,0.20573837,25.575653,0.8072211,1.3866061,0.579385,41.784397
442b65dfc099015c,3451,80,0.7021562,0.90774566,0.20558947,22.648357,0.9860066,1.5761565,0.5901499,37.44234
35e465acadac161d,2411,18,0.28318825,0.488602,0.20541376,42.04112,0.33639708,0.6707387,0.33434162,49.84678
17a6cc03d113eb86,4933,80,0.4535486,0.65850425,0.20495564,31.124422,1.1245388,1.0961783,-0.028360486,-2.5872147
cc1dce8c1c842028,2388,80,0.44178647,0.64632297,0.2045365,31.646173,0.27857178,0.69373226,0.41516048,59.844482
dc38a46499010db9,864,31,0.061954282,0.26640555,0.20445126,76.74437,0.062081218,0.47164932,0.4095681,86.837425
b426d118d051b93c,2480,45,1.0617595,1.265842,0.20408249,16.122272,1.5897324,1.9420571,0.35232472,18.141832
9b2d30d1d0b20b82,2412,75,0.47940215,0.68315446,0.20375231,29.82522,0.54640156,1.1194438,0.5730422,51.189907
38d38e75dc38726f,3812,56,0.6282119,0.8316859,0.20347399,24.465244,1.9128146,2.0825815,0.1697669,8.151753
cb57d01113aed62b,1891,28,0.09856064,0.30174303,0.2031824,67.336235,0.23440476,0.7089653,0.47456056,66.937065
4f77f69ce1b1921c,975,74,0.5724432,0.7755304,0.20308721,26.18688,0.7651784,1.3277999,0.56262153,42.372463
df2da3043ef3a1a,470,75,1.851454,2.0544457,0.20299172,9.880608,2.7626047,3.2463422,0.48373747,14.901
6dd975a14ebefa6a,4209,76,0.25631705,0.45917496,0.20285791,44.178783,0.61686546,1.0411052,0.4242397,40.748978
178337f8a383c4b2,154,48,0.31553277,0.51814175,0.20260897,39.103,0.6959137,1.0778146,0.3819009,35.432896
5ab487d32a139b92,379,50,0.33024177,0.5323874,0.2021456,37.969646,0.81754005,1.158671,0.34113097,29.441574
223127b15229468a,5624,18,0.45226187,0.65332234,0.20106047,30.77508,0.19634978,0.7107096,0.5143598,72.37271
479b9b8eb54a829,118,24,0.1314011,0.33240205,0.20100094,60.469223,0.16366164,0.6543698,0.4907081,74.98942
d74ca166966e468,6023,80,1.7909063,1.9914898,0.20058346,10.072031,5.882498,5.35215,-0.5303478,-9.909061
66cfcbebad0254fd,432,28,0.2250472,0.4255951,0.2005479,47.12176,0.44299382,0.8724311,0.42943728,49.22306
db3513cc509a1675,3048,77,2.065165,2.2655964,0.20043135,8.846737,5.577856,5.986303,0.4084468,6.823023
397029ca46949eb8,3049,29,0.39435259,0.59447324,0.20012066,33.663525,0.9146393,1.4970181,0.5823788,38.902588
bbf026b432efd835,63,76,0.56554943,0.76547664,0.19992721,26.118002,0.79810524,1.3525335,0.5544282,40.99183
5cd93445b1e7c275,6332,28,0.51611483,0.7158745,0.19975966,27.904284,0.9811171,1.433968,0.45285082,31.580261
d08e0b4668214c43,2981,58,0.20937915,0.40909806,0.19971891,48.819324,0.43805194,1.0132747,0.57522273,56.768684
54595e069c3f5a92,1490,53,1.6266001,1.8261735,0.1995734,10.928501,3.1409342,4.1689,1.0279658,24.65796
80a112dac878dc18,2171,80,0.8681232,1.0675058,0.19938266,18.677431,1.0536388,1.4799979,0.42635906,28.808086
95edbdeeeefd04ee,198,80,0.5661566,0.7646905,0.1985339,25.962645,0.8026524,1.365129,0.5624766,41.20318
af6791c768f454b2,1917,52,0.7892116,0.9877043,0.1984927,20.09637,1.6971636,2.135883,0.4387195,20.540426
1ac6fe4b981e4e85,212,80,0.56135523,0.7590491,0.19769388,26.04494,0.7718749,1.3316916,0.5598167,42.038013
40f2d8b336a3dafc,2745,10,0.19914162,0.39618462,0.197043,49.735146,0.32530126,0.70680267,0.3815014,53.97566
6e708c313f33e19e,1258,41,0.64747906,0.84415185,0.1966728,23.298273,1.8852819,1.7574123,-0.1278696,-7.276016
9f6565f543be1613,4205,2,0.061446946,0.25751323,0.19606628,76.13833,0.07077973,0.41877863,0.3479989,83.09853
918804e364f59b4d,3160,24,0.14343728,0.33947012,0.19603284,57.746716,0.16763343,0.4178918,0.2502584,59.885933
f73e6d4a2e929d20,5502,80,0.46703425,0.66278994,0.19575569,29.535103,0.6012081,1.1614782,0.5602701,48.237675
dc924178ae5bdc64,3211,15,0.20897833,0.40432322,0.1953449,48.314045,0.48684213,0.76305443,0.2762123,36.198242
3c658825dd073d7a,1889,76,0.44370395,0.6389885,0.19528455,30.561512,0.6336863,1.209111,0.5754247,47.590725
6e401d1f7dffb77a,2324,40,0.56273687,0.7576575,0.19492066,25.726751,1.0539418,1.8448073,0.7908654,42.869812
6cb875010b03b9de,1634,80,0.579243,0.7739984,0.19475538,25.162247,0.7958401,1.3520241,0.556184,41.13714
495240197a04969a,138,80,0.6101817,0.80483884,0.19465715,24.185854,0.85173553,1.4115396,0.559804,39.65911
7a02f496b5b92686,2435,80,0.53350127,0.72778976,0.19428849,26.69569,0.43132263,0.6572418,0.22591919,34.37383
cd5f2bd140f33630,2682,80,0.5897111,0.7838066,0.19409549,24.763186,0.81263953,1.3696828,0.55704325,40.669506
d1e422c1e4d58e32,210,80,1.0928365,1.2869233,0.19408679,15.081458,3.3736491,3.2295759,-0.14407325,-4.4610577
3010384d0e3efd50,414,21,1.0663677,1.2604518,0.19408405,15.397975,2.1137705,2.5404136,0.42664313,16.794239
4386ec62c75733b5,2977,79,0.4965656,0.69011563,0.19355002,28.046026,1.5974283,0.91599417,-0.68143415,-74.39285
36270b5cdd0cbbb9,2694,78,0.6535689,0.8469924,0.19342345,22.836504,1.4476682,1.9833686,0.53570044,27.009624
769d21842b59b14f,1223,40,0.45462894,0.6479402,0.19331127,29.834738,0.6093138,0.6406682,0.031354427,4.8940196
97f2a0e93f2abf0e,5351,80,0.5336089,0.7264179,0.19280899,26.542435,0.7307377,1.2882074,0.5574697,43.274845
56de89bd89e211e9,4150,22,0.12588984,0.3184787,0.19258887,60.471504,0.13082133,0.46824518,0.33742386,72.06136
113ff9ce83a05f9e,863,45,0.62764335,0.8199641,0.19232076,23.454779,1.2159815,1.7389317,0.5229502,30.073074
dadee56ac0b4ada,396,80,0.504888,0.6969126,0.19202459,27.553612,0.72095513,1.273457,0.5525019,43.38599
c5d0a03b455d7d50,2994,80,0.5757884,0.7675918,0.1918034,24.987682,0.7847666,1.3374296,0.552663,41.322773
dd55a633c17e83e2,2432,11,0.13982306,0.3315205,0.19169743,57.823708,0.17139994,0.49828258,0.32688266,65.60186
7314309a5eb368e1,3319,11,0.36028716,0.55189896,0.1916118,34.71864,1.1025823,1.1269541,0.024371743,2.1626208
1cce7aad97b45d4,952,80,0.5244453,0.715989,0.1915437,26.752325,0.4999383,0.5556649,0.055726588,10.028812
899bac638f3ceac,5173,80,0.38373622,0.57517457,0.19143835,33.28352,1.0549386,1.2236422,0.16870368,13.78701
7d28cf0ace2206c,2121,20,0.07658061,0.26759928,0.19101867,71.382355,0.15041684,0.36716035,0.21674351,59.032387
30abd2ea63beedbc,2332,80,0.6135757,0.80432785,0.19075215,23.715721,0.8819326,1.4371984,0.5552658,38.63529
913eca08c526d7a5,4733,4,0.75626695,0.94696254,0.19069558,20.137606,0.6919621,0.9184911,0.226529,24.663166
ff18b970260cfb39,2232,80,0.58746445,0.7780176,0.19055313,24.492138,0.8120771,1.3662493,0.5541722,40.561573
d0d811c78d862a23,1631,46,0.2496714,0.43971255,0.19004115,43.219406,0.5160966,0.91001487,0.39391828,43.287014
1074c48f13c96641,367,21,0.1051183,0.29506344,0.18994513,64.37434,0.15595981,0.61136633,0.45540652,74.48996
b62e859c6eb4cd75,5169,80,0.5414804,0.7303633,0.18888289,25.861498,0.8559374,1.3826829,0.5267455,38.0959
676b9aa5a1c9d9dd,542,42,0.20980866,0.39768937,0.18788071,47.24308,0.6904573,0.77769274,0.08723545,11.217213
1fb0bb4066f66bd8,799,80,1.4966853,1.6845354,0.18785012,11.15145,3.0710251,3.4614327,0.39040756,11.278785
ef90ccfe8fe4fe64,5336,37,0.22619672,0.4136754,0.18747868,45.32024,0.61481947,1.0125502,0.39773077,39.2801
462e8603be806acb,2819,26,0.08230807,0.2696201,0.18731202,69.47257,0.1292082,0.5873341,0.4581259,78.0009
3ee7c846d4743614,4168,30,0.33582726,0.5230127,0.18718544,35.789845,0.45452827,0.9202076,0.46567935,50.6059
d12706749bc2c348,139,80,0.60633403,0.79345876,0.18712473,23.583422,0.8466374,1.394961,0.5483236,39.30745
9b9283256c40403e,2290,80,0.8600031,1.0470102,0.18700707,17.861055,2.4889376,3.032407,0.5434694,17.922047
c47c6b364c8cf947,3258,19,0.2325708,0.4194993,0.18692851,44.559906,0.43027595,0.8718174,0.44154146,50.646095
b1f07d065881c4fc,5177,76,0.5929066,0.7794497,0.1865431,23.932667,1.2527702,1.5157605,0.26299036,17.35039
1b6a17c03211821d,4780,80,0.98010063,1.1666214,0.18652081,15.988117,2.524895,2.82348,0.29858494,10.575068
93d64aed69c23291,6242,80,0.7211958,0.90751636,0.18632054,20.530819,1.0094241,1.5541555,0.5447314,35.04999
bb71204d0d0b30da,1151,77,0.5197471,0.7060359,0.18628883,26.38518,0.7217866,1.2743521,0.55256546,43.3605
f47d394a95b04b96,7690,28,0.3750932,0.5607781,0.18568489,33.11201,0.7658944,1.1916518,0.4257574,35.72834
10d025610cabad98,3230,41,0.16135687,0.34699118,0.18563432,53.49828,0.23342346,0.78685445,0.553431,70.33461
64add0d056cbbdb6,973,27,0.38476518,0.5702268,0.18546161,32.524185,1.0495081,1.7946527,0.7451446,41.520267
8cbe0f1aa236031c,49,80,0.49436173,0.6797089,0.18534717,27.26861,0.6696169,1.2482566,0.5786397,46.355827
a4cae03a1093055b,3572,49,0.3541294,0.53903,0.18490061,34.30247,0.86338365,0.95072055,0.0873369,9.18639
736862e01b822bfc,1731,53,0.5611651,0.745725,0.18455988,24.749054,0.72827655,1.1715884,0.44331187,37.838535
3680ca7c92bae43f,1230,36,0.20638561,0.39073813,0.18435252,47.18058,0.5926763,1.0187104,0.4260341,41.820927
13e998e4a05fb5b8,2063,79,0.5542432,0.7385249,0.1842817,24.952673,0.7789529,1.3189492,0.5399963,40.941402
2a8c8f12c37aa27b,3254,16,0.086367935,0.2700417,0.18367377,68.016815,0.22806007,0.42212594,0.19406587,45.973454
442c150e3e3674f2,3220,9,0.13445415,0.31803972,0.18358557,57.724102,0.13137227,0.41280743,0.28143516,68.175896
fad5f8de68cff5f3,2716,80,0.52294123,0.7064818,0.18354058,25.979519,0.6632824,1.1509016,0.48761916,42.36845
a0978966d9623675,111,37,1.2433803,1.42685,0.18346965,12.85837,2.7280939,3.149315,0.42122126,13.375011
b3ab472fd60eb969,2225,80,1.9859463,2.1690495,0.1831032,8.441633,7.4828334,7.510042,0.027208805,0.36229897
8f558efe68bebb04,3872,68,0.48160675,0.6645174,0.18291065,27.525335,0.575308,0.8642337,0.28892565,33.431427
a71bfc4c1c46e824,1291,33,0.49959993,0.6817913,0.18219137,26.722454,1.028254,1.5481877,0.5199337,33.583374
e21128884e086053,7391,80,0.32287815,0.50470084,0.18182269,36.025833,0.17957203,0.92277074,0.7431987,80.53991
78b159c3ff9db50b,1098,80,0.5009014,0.6822255,0.18132412,26.578325,0.6592549,1.2323524,0.57309747,46.504353
bebd2f46b1ddd0af,5062,74,0.5948676,0.77585566,0.18098807,23.327545,0.78270495,1.3103973,0.5276923,40.26964
e4d9dda30455d7b5,267,62,0.5320048,0.7126947,0.18068993,25.353062,0.6917166,1.2358818,0.5441652,44.03052
f4838eec9f385d6a,2942,34,0.15912323,0.33974695,0.18062373,53.16419,0.42358258,0.793842,0.37025943,46.641453
9614ed9f13187cfd,4900,76,0.4031491,0.5834574,0.18030831,30.903423,0.9838641,1.0239282,0.040064037,3.9127781
b0e20116bca56a95,1894,80,0.50860435,0.68854105,0.1799367,26.13304,0.70172554,1.2467113,0.5449857,43.713867
d6fd58159922b764,1673,76,0.6466811,0.826474,0.17979294,21.754215,0.921755,1.470468,0.548713,37.315536
eaaf42f4dcbd965,525,14,0.11481368,0.29447207,0.17965838,61.01033,0.09242327,0.5546774,0.46225417,83.33747
387b84814ee9ce64,2658,80,1.5037957,1.6830314,0.1792357,10.649575,2.9317832,3.163348,0.23156476,7.320243
c43a744f688e0d54,2937,51,0.32393664,0.50311506,0.17917842,35.613804,0.51913536,1.2241814,0.70504606,57.59327
859eeecc72ef3518,4623,80,0.93961155,1.118508,0.17889643,15.994202,2.0899558,2.2736068,0.18365097,8.0775175
eb203c67ade27941,6236,74,0.6298736,0.8082903,0.17841673,22.073347,1.4119005,1.9561018,0.54420125,27.820704
5280c657e11a8bb8,1646,28,0.10914995,0.28730375,0.1781538,62.00887,0.2309711,0.48121724,0.25024614,52.00274
1490a2589c136f84,783,80,0.5285115,0.70610493,0.17759341,25.151136,0.7093817,1.255177,0.5457953,43.483536
239a0bb3d844b940,5511,60,0.80985296,0.98722774,0.17737478,17.966957,1.5708894,1.906128,0.3352387,17.587418
7b3f0ffbb83d8ac6,9708,80,0.39327368,0.5706027,0.17732903,31.077496,0.99105567,1.1080837,0.11702806,10.561301
2b832823bb10f37d,1352,17,0.4697362,0.64676374,0.17702755,27.371288,0.8352103,1.7034321,0.86822176,50.968967
ba8650e7029a30d0,1253,80,0.46484336,0.64176476,0.1769214,27.567953,0.5907581,1.1746277,0.5838696,49.70678
a1ce2caa50e90eda,5412,80,1.0312861,1.2076708,0.17638469,14.605361,3.0576994,2.2726495,-0.7850499,-34.543377
e7bc535747d030c3,2661,80,0.61798406,0.7941758,0.17619175,22.185484,0.6587423,1.1817099,0.5229676,44.255157
1b5300cedd7d65d4,2712,80,0.55855834,0.7347277,0.17616934,23.9775,0.14734448,0.5951057,0.44776124,75.24062
5ffa7c0873f841fd,64,80,0.52731776,0.7032526,0.17593485,25.017305,0.70527273,1.2580091,0.55273634,43.93739
5853eabed7330da8,2030,80,2.979565,3.155326,0.17576098,5.570296,7.21961,7.324078,0.10446787,1.426362
4f39feba07576634,2360,23,0.741856,0.9174298,0.17557383,19.137577,1.9761206,2.2942624,0.31814182,13.866845
d1747b2441e9ce47,3725,80,0.5709921,0.74627024,0.17527813,23.487219,0.55989,0.57962567,0.019735694,3.4049034
89756e936173e8c1,1710,79,0.5454975,0.7203829,0.17488545,24.276735,0.752956,1.2855926,0.5326366,41.431213
143c9db6d22f3efa,3685,80,0.48923698,0.6641139,0.1748769,26.332367,0.6804029,1.241574,0.5611712,45.198364
e7b8364c75d631cd,104,80,0.5492928,0.7241601,0.17486727,24.147598,0.7579859,1.292625,0.53463906,41.360725
16221fe07c28b02b,3100,20,0.22266813,0.3967111,0.17404298,43.871468,0.41289657,0.5784792,0.1655826,28.623777
14c177844a062b6e,4208,80,0.5760892,0.74994874,0.17385954,23.182856,0.78575987,1.3094333,0.5236735,39.992374
d6f0a6bfe92491cc,2128,20,0.53568685,0.7094749,0.17378807,24.495308,0.26562828,0.8471586,0.58153033,68.6448
d0ffa2d9c563f9e8,350,79,0.5211122,0.6945168,0.17340457,24.967659,0.4755078,1.0024511,0.52694327,52.565487
a2aa08d3efd6d1cc,6316,76,0.1360645,0.30885628,0.17279178,55.94569,0.16070294,0.560082,0.39937907,71.30725
